,SQLite,MySQL,Cassandra,Oracle,MongoDB,PostgreSQL,Redis,SQL Server
45743,0,0,1,1,0,0,0,1
45744,0,0,0,1,0,0,0,1
45745,0,0,0,0,1,0,0,1
45746,1,0,0,0,0,0,0,1
45747,0,0,0,0,0,0,1,1
45751,0,1,0,0,1,1,1,0
45752,0,0,1,0,0,1,1,0
45753,0,0,0,0,1,1,1,0
45755,1,0,0,0,1,1,0,0
45756,0,0,0,0,1,0,0,0
45759,0,0,0,0,0,0,0,1
45761,0,0,0,0,1,0,0,0
45768,0,0,0,0,1,0,0,1
45769,0,1,1,0,0,0,1,0
45770,0,1,0,0,0,0,0,0
45771,0,0,0,0,0,0,0,1
45772,0,0,0,0,0,1,1,0
45773,0,1,1,0,1,0,0,0
45775,0,1,0,0,1,0,0,0
45776,0,0,0,0,1,0,0,0
45777,0,0,0,0,1,0,0,0
45778,0,0,0,0,1,0,0,0
45781,0,0,0,1,0,0,1,0
45782,0,0,0,0,0,1,1,1
45783,0,1,0,0,0,0,0,0
45784,0,0,0,0,0,1,0,0
45786,1,0,0,0,0,1,0,0
45787,0,0,0,1,1,0,0,0
45790,0,1,0,0,1,0,0,0
45792,0,1,0,0,0,1,0,0
45793,0,0,0,0,0,1,1,1
45794,0,0,0,1,0,0,0,1
45796,0,0,0,0,0,1,1,0
45800,0,1,0,1,0,0,0,0
45803,1,0,0,0,0,1,0,0
45806,0,0,0,0,0,1,1,0
45808,0,0,0,0,0,0,1,0
45810,0,1,1,0,1,1,1,0
45813,1,1,1,0,1,1,1,1
45814,0,1,0,0,0,0,0,0
45815,0,0,1,0,0,0,0,0
45816,1,0,0,0,0,0,0,0
45817,0,0,0,0,0,1,0,0
45819,0,1,0,0,1,0,0,0
45820,0,0,0,0,0,0,0,1
45822,1,0,0,0,0,0,0,0
45823,0,0,1,0,1,0,1,0
45826,0,0,0,0,0,1,1,1
45827,0,0,0,0,0,1,1,0
45828,1,0,0,1,0,0,0,1
45829,0,0,0,0,1,0,1,0
45832,1,1,0,0,0,0,0,0
45833,0,0,0,0,0,1,1,0
45834,0,0,1,0,1,0,1,0
45835,0,0,0,0,0,1,1,0
45836,1,0,0,0,1,1,0,0
45837,0,0,0,0,0,0,0,1
45839,0,1,0,0,0,1,0,0
45840,1,1,0,0,1,0,0,1
45841,0,0,0,0,0,0,0,1
45843,0,0,0,0,0,0,1,0
45844,0,0,0,1,0,0,0,0
45845,0,1,0,1,0,0,0,0
45847,0,0,0,0,0,1,0,0
45849,1,1,0,1,1,1,0,1
45852,0,1,0,0,0,0,0,1
45853,0,1,0,0,0,1,1,0
45854,0,0,0,1,0,0,0,0
45855,0,0,0,0,0,1,0,0
45856,0,0,0,0,0,0,0,1
45859,1,1,0,0,0,0,0,0
45860,0,0,0,0,1,0,0,0
45861,0,0,0,0,1,0,1,0
45862,0,0,0,0,1,0,0,1
45863,0,0,0,0,1,0,0,0
45864,0,0,0,0,1,0,0,0
45865,0,0,0,0,0,0,0,1
45866,0,0,0,0,0,0,1,1
45869,1,1,0,0,0,0,0,0
45870,0,0,0,0,1,1,0,1
45872,0,0,0,0,0,1,0,1
45874,0,0,1,0,1,1,1,0
45875,1,1,0,1,0,0,0,1
45876,0,1,0,0,0,0,0,0
45878,0,0,0,0,1,0,0,0
45879,0,0,0,1,1,0,0,0
45883,0,1,0,0,0,1,0,0
45885,0,1,0,1,0,0,0,1
45888,0,1,0,1,0,0,0,0
45889,0,0,0,0,1,0,0,0
45890,0,0,0,0,0,1,1,0
45892,1,0,0,0,1,0,0,0
45894,0,0,1,0,1,0,1,0
45896,1,0,1,0,0,1,1,0
45897,0,1,0,0,0,0,1,0
45898,0,0,0,0,0,1,0,0
45899,0,1,0,1,0,0,0,1
45900,0,0,0,0,0,1,0,0
45901,0,1,0,1,0,0,0,0
45902,0,0,0,0,1,0,0,0
45904,1,0,0,0,0,1,0,0
45905,0,0,0,0,0,1,1,0
45907,1,0,1,0,0,0,0,0
45908,0,0,0,0,0,1,0,0
45909,0,0,0,0,1,0,0,0
45911,1,1,1,0,0,1,1,0
45912,0,0,0,0,0,0,0,1
45913,0,0,1,0,0,0,0,0
45914,0,0,0,0,0,1,0,0
45920,1,0,0,0,0,1,1,1
45923,0,0,0,0,0,1,0,0
45926,0,0,1,0,1,1,0,0
45927,1,1,0,0,0,0,0,0
45929,0,0,0,0,0,1,0,0
45930,0,0,0,0,1,0,1,0
45931,1,0,0,0,0,0,0,0
45933,0,0,0,0,0,1,0,0
45934,0,0,1,0,1,0,0,0
45935,1,1,0,0,1,0,0,0
45937,0,1,0,0,0,0,0,0
45938,0,1,0,0,0,0,0,0
45939,0,1,0,1,0,0,0,0
45940,0,0,1,0,0,1,0,0
45941,1,0,0,0,1,1,0,0
45942,0,0,0,0,0,1,0,0
45943,0,0,0,0,1,0,0,0
45944,0,0,0,0,1,0,0,0
45945,0,1,0,0,0,1,0,0
45947,0,0,0,0,1,0,0,0
45948,0,0,1,0,0,0,0,0
45950,0,1,0,1,0,0,0,1
45951,0,0,1,0,1,0,0,0
45953,0,0,0,0,0,1,0,0
45954,1,0,0,0,0,0,0,1
45955,1,1,0,0,0,0,0,0
45957,1,1,0,0,0,0,0,1
45958,0,1,0,0,0,0,0,0
45960,0,1,0,0,1,0,1,0
45961,1,1,0,0,0,1,0,0
45964,0,1,0,0,0,0,0,0
45966,1,0,1,0,1,0,0,0
45967,1,1,0,0,0,1,0,1
45969,0,0,0,0,0,0,1,0
45970,1,1,0,0,0,0,0,0
45971,0,0,0,0,1,0,0,0
45972,0,1,0,0,0,1,0,0
45973,0,0,0,0,0,1,0,0
45975,0,0,0,0,1,1,1,0
45976,0,0,0,0,1,0,0,0
45977,0,1,0,0,0,0,0,0
45978,0,1,1,1,1,0,0,0
45980,0,0,0,0,0,0,0,1
45983,0,0,0,0,0,1,0,0
45984,1,0,0,0,0,0,0,0
45987,0,0,0,0,1,0,0,1
45992,0,1,0,0,0,1,1,0
45993,0,0,0,0,0,1,1,0
45996,0,0,1,0,0,1,1,0
45998,1,0,0,0,1,0,1,1
46000,1,0,0,0,0,0,0,0
46001,0,0,0,0,0,1,0,1
46002,0,0,0,0,0,0,0,1
46003,0,1,0,0,0,0,0,0
46004,0,0,0,0,0,1,1,0
46006,0,0,0,0,1,0,0,0
46007,0,0,0,1,0,0,0,0
46008,0,1,0,0,1,1,0,0
46009,1,0,0,0,1,0,1,0
46010,0,0,0,0,1,0,0,0
46011,0,0,0,0,0,1,0,0
46012,1,1,0,0,1,1,0,0
46013,0,1,0,0,0,0,0,0
46014,0,1,1,0,1,1,0,0
46016,0,1,0,0,0,0,0,0
46017,1,0,0,0,1,0,0,0
46018,0,1,0,0,0,0,0,0
46019,1,0,0,0,0,0,0,0
46022,1,0,0,0,0,0,1,1
46023,0,1,0,0,0,1,0,0
46028,1,0,1,0,0,0,0,0
46029,0,0,0,0,1,0,0,0
46030,0,0,0,0,1,1,0,0
46031,0,0,1,0,1,1,0,1
46032,0,0,1,0,1,0,1,0
46033,0,1,0,0,0,0,0,0
46034,1,1,0,0,0,1,0,0
46038,1,1,0,0,1,0,1,0
46040,0,0,0,0,1,1,1,0
46041,0,0,1,0,0,0,0,1
46042,0,1,0,0,0,0,0,0
46043,0,1,0,0,0,0,0,0
46044,1,1,0,0,0,0,1,0
46046,0,0,0,0,1,1,1,0
46047,1,1,0,0,1,0,0,0
46048,1,0,0,0,1,1,0,0
46049,0,1,1,0,0,1,1,0
46050,0,0,0,0,1,0,0,0
46051,1,1,0,0,0,0,0,0
46052,0,0,1,0,0,0,0,0
46054,0,1,0,0,1,1,0,0
46056,0,0,1,0,0,0,0,0
46058,0,1,0,0,0,0,0,0
46060,1,0,0,0,1,0,0,1
46061,0,1,0,0,0,0,0,0
46062,0,0,0,0,0,0,1,0
46063,0,0,1,0,1,0,0,0
46064,1,0,0,0,0,0,0,0
46065,1,0,0,0,0,0,1,1
46068,0,1,0,0,1,0,0,1
46070,0,0,0,0,1,0,0,0
46071,0,0,0,0,1,0,0,0
46072,1,1,0,0,0,0,0,0
46075,0,1,0,0,0,0,0,1
46077,0,0,1,0,1,0,1,0
46078,1,0,0,0,0,0,0,1
46080,0,1,0,0,0,0,0,0
46081,0,1,0,0,0,1,0,0
46085,0,0,0,0,0,1,0,0
46086,0,1,0,0,1,0,0,0
46087,0,0,0,0,1,0,0,0
46089,0,1,0,1,1,0,0,0
46091,0,0,0,1,1,1,0,0
46092,0,0,1,0,0,1,0,0
46093,0,0,1,0,0,0,0,0
46094,0,1,0,1,0,1,1,0
46095,1,0,0,0,1,0,1,0
46097,0,0,0,1,0,0,0,0
46100,0,0,0,0,0,0,0,1
46101,0,1,0,0,0,0,0,0
46104,0,1,0,1,1,0,0,0
46105,0,0,1,0,1,0,0,0
46106,0,0,0,0,1,0,0,0
46108,1,0,0,0,1,0,0,1
46111,0,0,0,1,0,0,0,0
46113,1,0,0,0,0,0,0,0
46114,0,0,0,0,0,0,1,0
46118,0,0,0,0,0,0,1,1
46121,0,0,0,0,1,0,0,0
46122,1,0,0,0,0,0,0,0
46124,1,1,0,1,1,1,1,1
46125,1,0,0,0,0,0,0,1
46128,0,0,0,0,0,0,0,1
46132,0,0,0,0,1,0,0,0
46135,0,1,0,0,1,1,1,0
46141,0,0,0,0,1,0,0,0
46142,1,0,1,0,0,0,0,1
46144,0,0,0,0,0,1,1,0
46145,0,0,0,0,1,0,1,0
46146,0,0,1,0,1,1,1,0
46148,0,0,0,0,1,0,0,0
46149,0,1,0,0,0,0,0,0
46150,1,1,0,0,0,1,0,0
46151,0,0,0,0,1,1,1,0
46152,0,0,0,0,1,0,1,0
46153,0,0,0,0,0,0,1,0
46154,0,1,0,0,1,0,1,0
46155,0,0,0,0,1,0,0,0
46156,0,1,0,0,0,1,1,0
46158,0,0,1,0,0,1,1,0
46161,0,0,0,0,1,0,0,0
46162,1,0,0,0,1,1,0,0
46163,0,0,0,0,1,0,0,1
46164,0,0,0,0,0,0,0,1
46165,0,0,0,0,0,1,0,0
46166,0,1,0,0,1,0,0,0
46167,1,0,1,0,1,0,0,0
46168,0,0,0,0,0,1,0,0
46171,1,0,0,0,0,0,0,1
46172,1,1,0,0,0,0,1,1
46174,0,1,1,0,0,0,0,0
46175,0,0,0,0,1,0,0,0
46178,0,0,0,0,0,0,0,1
46179,1,1,0,0,1,1,1,0
46180,0,1,1,0,1,0,0,0
46181,1,0,0,0,0,0,0,0
46182,0,0,0,0,0,1,0,0
46183,0,0,0,0,1,1,0,0
46184,0,0,0,0,0,1,1,0
46185,0,1,0,0,0,0,0,1
46186,0,0,0,1,1,0,0,1
46188,0,1,0,1,0,0,0,1
46192,0,1,0,0,1,0,0,0
46193,0,1,0,1,0,0,0,1
46194,0,1,0,0,1,1,0,0
46195,0,1,0,0,0,0,0,1
46196,0,0,0,0,1,1,0,1
46197,0,1,1,1,1,0,1,0
46201,0,0,0,0,1,0,0,0
46203,0,0,0,0,1,0,0,1
46206,0,1,1,1,1,0,0,1
46207,0,0,0,0,1,0,0,0
46208,0,0,1,0,0,0,1,1
46211,0,1,0,0,1,0,1,0
46212,0,0,1,0,1,0,0,0
46213,0,0,1,0,1,0,1,0
46214,0,0,0,0,0,1,0,0
46216,0,0,0,1,1,0,0,0
46219,0,0,0,0,1,0,0,0
46220,0,0,0,0,1,0,0,0
46222,0,1,0,0,0,0,0,0
46223,0,1,0,1,0,0,0,0
46224,0,0,0,0,1,1,0,1
46226,1,1,0,1,0,0,0,0
46229,0,0,0,0,0,1,1,0
46230,0,1,1,0,0,1,0,0
46231,1,1,0,1,1,0,1,0
46234,1,1,1,0,0,0,0,0
46235,0,0,1,1,1,0,1,1
46237,0,1,0,0,0,0,0,0
46239,0,0,1,0,0,0,0,0
46242,0,1,0,0,0,0,0,0
46243,0,1,0,0,0,0,0,1
46244,1,1,0,0,1,0,1,0
46247,0,0,1,0,0,0,1,0
46255,0,1,0,0,1,1,1,0
46256,0,0,0,0,0,1,0,0
46257,0,1,0,0,1,0,0,0
46258,0,0,0,0,0,0,0,1
46259,0,0,0,0,0,0,1,0
46261,0,1,0,1,1,1,0,1
46263,0,0,0,0,0,0,1,0
46264,0,1,1,0,0,0,0,0
46265,1,1,0,0,1,0,0,0
46266,0,0,0,0,0,0,0,1
46267,0,0,0,0,0,0,0,1
46269,0,0,0,1,0,0,0,1
46271,0,0,1,0,1,0,0,0
46272,0,1,0,0,1,1,0,0
46273,0,0,0,0,0,0,0,1
46275,0,1,1,1,0,0,0,1
46276,0,0,0,0,0,1,1,0
46277,0,1,0,1,0,1,0,1
46278,0,0,0,0,0,0,1,0
46279,0,0,0,0,0,0,0,1
46280,0,1,0,0,0,0,0,0
46281,0,0,1,0,0,0,1,1
46282,0,1,0,0,0,0,1,0
46284,0,0,0,0,1,0,0,0
46287,1,1,0,1,0,1,0,1
46289,0,1,0,0,1,0,0,0
46291,1,1,1,0,1,0,0,0
46295,0,0,0,0,1,0,0,0
46296,0,1,0,0,1,1,1,0
46297,0,1,0,1,0,0,0,1
46298,1,0,0,0,0,1,1,0
46299,0,1,0,1,1,1,0,0
46301,0,1,0,0,0,1,0,1
46302,0,0,0,0,1,1,0,0
46303,0,1,0,0,0,0,0,0
46304,0,1,0,1,1,0,0,0
46306,1,1,0,1,0,0,0,1
46307,0,1,0,0,0,0,0,0
46308,0,1,0,0,1,0,0,0
46310,0,0,0,0,0,1,0,0
46311,0,0,0,0,1,0,0,1
46313,0,0,0,0,0,1,0,0
46315,0,1,0,0,0,0,0,0
46317,0,1,0,0,0,0,0,0
46320,0,1,0,0,1,0,0,0
46321,0,1,0,0,0,0,0,0
46322,0,0,0,0,1,0,0,0
46323,0,0,0,0,1,0,0,0
46324,0,1,0,0,1,1,1,0
46326,0,1,0,0,1,0,0,0
46327,1,1,0,0,1,1,1,0
46328,0,1,0,0,1,0,1,0
46330,1,0,0,0,1,1,0,0
46331,0,0,1,0,0,0,0,0
46332,0,0,0,0,1,0,1,0
46333,1,0,0,0,0,0,0,0
46334,1,1,0,0,0,0,0,0
46336,0,0,0,0,1,0,1,0
46337,1,1,0,0,1,0,0,0
46339,0,1,0,0,0,0,0,0
46340,0,0,0,0,1,0,0,0
46342,0,0,0,0,1,1,1,1
46343,1,1,0,0,0,0,0,0
46346,0,1,0,0,0,0,0,0
46347,0,0,0,0,0,1,1,0
46348,0,0,0,1,0,0,0,0
46349,0,0,0,0,0,0,1,1
46350,0,0,0,0,1,1,0,0
46351,0,0,0,0,0,1,0,0
46355,0,0,0,0,1,0,1,0
46356,0,0,0,0,1,1,1,0
46357,0,1,0,1,0,0,0,0
46358,0,0,0,0,0,1,0,0
46360,0,1,0,0,0,0,0,0
46361,0,0,0,0,1,0,0,0
46363,0,1,1,0,1,0,0,0
46364,1,0,0,0,0,1,1,0
46365,0,0,1,1,1,0,0,0
46366,0,0,0,0,1,0,0,0
46367,1,1,0,0,0,0,0,1
46368,0,1,0,0,0,0,0,0
46369,0,1,0,0,0,1,1,0
46370,0,1,1,0,1,1,0,0
46372,0,0,0,0,0,1,1,0
46375,0,1,0,0,0,0,0,0
46377,0,1,0,0,1,1,0,1
46378,1,0,0,0,0,0,0,1
46379,0,0,0,0,1,0,0,0
46381,0,0,1,0,0,1,0,0
46384,1,0,0,0,0,0,0,0
46385,1,0,0,0,1,0,0,0
46386,0,0,0,0,0,0,0,1
46388,0,0,1,0,0,0,1,0
46389,0,1,0,0,0,0,1,0
46390,0,0,0,0,0,0,0,1
46395,0,1,0,0,1,0,0,0
46397,0,0,0,0,1,0,1,0
46399,0,0,0,0,0,1,0,0
46400,0,1,1,0,1,0,0,0
46401,0,0,0,0,1,0,0,0
46402,0,0,0,0,0,0,0,1
46403,0,0,0,0,1,0,0,0
46404,0,0,0,0,1,0,1,0
46405,0,0,0,0,0,0,0,1
46407,0,0,0,0,1,1,1,0
46409,0,1,0,0,0,0,0,0
46411,0,0,0,0,0,0,0,1
46412,0,0,0,0,1,1,1,0
46414,0,1,0,0,0,1,0,0
46415,0,0,0,0,0,0,1,1
46416,0,0,0,0,1,0,0,0
46417,0,1,0,0,0,0,0,0
46418,0,0,0,0,0,1,0,0
46421,0,0,0,0,0,1,1,0
46424,1,1,0,0,1,0,1,1
46425,0,1,0,0,0,0,0,0
46426,0,1,0,0,1,0,1,0
46427,1,1,0,0,0,0,0,1
46428,0,0,1,0,1,0,1,0
46429,0,1,0,0,0,0,0,0
46430,0,1,0,0,0,0,0,0
46431,0,1,0,1,0,1,0,1
46432,1,0,0,1,1,0,0,1
46433,0,0,0,1,0,0,0,0
46434,0,0,0,0,0,1,1,0
46437,1,0,0,0,1,0,0,0
46442,0,1,1,0,1,1,0,0
46445,0,0,1,0,1,1,1,0
46446,1,1,0,1,1,1,0,1
46448,0,0,0,0,0,1,1,0
46449,1,1,0,0,0,1,1,0
46450,0,0,0,0,0,0,0,1
46451,0,0,1,0,0,0,0,0
46453,0,0,0,1,1,0,1,0
46454,0,0,1,0,1,0,0,0
46456,0,1,0,0,1,1,0,0
46457,0,1,0,0,1,1,0,0
46458,1,0,0,0,0,1,0,0
46459,0,0,0,1,0,0,0,0
46460,0,0,1,0,0,0,0,0
46462,0,0,0,0,0,1,0,0
46463,0,0,0,0,1,1,0,0
46465,0,0,0,0,1,0,0,0
46466,1,0,0,0,1,0,0,0
46467,0,0,0,0,1,0,0,0
46468,0,0,0,0,0,1,0,0
46469,1,0,0,0,1,1,0,0
46470,0,0,0,1,0,1,0,0
46473,0,0,0,0,1,0,1,0
46474,0,0,0,1,1,0,0,1
46475,0,0,0,0,1,0,0,1
46476,0,0,0,0,1,1,1,0
46477,0,1,0,0,0,1,1,1
46478,0,0,0,0,0,1,1,0
46479,1,0,0,1,1,1,0,1
46480,0,0,1,0,1,1,1,0
46481,1,1,0,0,1,1,0,0
46483,0,0,1,0,0,0,1,0
46484,0,0,0,0,1,0,0,0
46485,0,0,0,0,0,1,0,0
46486,0,0,1,0,1,0,1,0
46488,0,0,0,0,0,1,1,0
46489,0,0,0,0,0,1,1,0
46493,1,0,0,0,0,1,0,0
46494,0,0,0,0,1,0,1,0
46495,0,1,0,1,0,1,0,0
46497,0,1,0,1,0,0,0,1
46499,0,0,0,1,0,0,0,0
46500,0,0,0,1,0,0,0,0
46503,0,1,0,0,0,0,0,0
46504,0,1,1,0,1,0,0,0
46505,1,0,0,0,1,0,0,0
46507,0,1,0,0,0,0,0,1
46509,0,0,1,0,0,0,0,1
46511,0,0,0,0,0,1,1,0
46514,0,0,0,0,0,0,0,1
46515,0,0,0,0,1,0,0,0
46516,0,0,0,0,0,1,0,0
46517,1,1,0,0,0,1,0,1
46518,1,1,1,0,0,0,0,0
46519,0,1,0,0,0,0,0,0
46520,1,0,0,0,0,0,0,1
46522,0,1,0,0,0,0,0,0
46523,0,0,0,0,0,1,1,0
46525,0,0,0,0,0,0,0,1
46528,1,0,0,0,1,0,0,1
46529,0,1,0,0,0,0,0,0
46531,0,0,0,0,0,0,0,1
46532,0,0,0,0,1,1,1,0
46533,1,1,0,0,1,0,0,0
46534,0,1,0,0,1,0,1,0
46538,0,0,1,0,1,0,1,0
46539,1,0,0,0,0,1,1,0
46541,0,0,0,0,0,0,0,1
46544,1,1,1,0,1,0,0,0
46545,0,1,1,0,0,0,0,0
46546,0,1,0,0,0,0,0,0
46547,0,0,1,0,0,1,0,0
46549,0,0,0,0,0,1,1,0
46553,0,0,0,0,0,1,0,1
46554,0,0,0,0,1,0,1,1
46555,0,0,1,0,1,0,0,0
46556,0,1,0,0,0,0,0,0
46557,1,1,1,1,1,1,1,1
46559,0,1,0,1,0,0,0,1
46561,1,0,0,0,0,1,0,1
46563,0,1,0,0,0,1,0,0
46564,0,0,0,0,1,0,1,0
46565,0,0,1,0,0,0,0,0
46569,1,1,1,0,0,0,1,0
46570,1,0,0,0,0,1,1,0
46571,0,0,0,0,1,1,0,0
46573,0,1,0,0,0,0,0,1
46574,0,1,0,0,1,0,0,0
46578,1,1,0,0,0,0,0,0
46579,0,1,0,0,0,1,0,0
46580,0,0,0,0,0,0,1,0
46581,1,0,0,0,1,1,1,1
46582,0,0,0,1,1,0,0,0
46583,0,1,0,0,0,1,0,0
46584,0,1,0,1,1,0,0,0
46585,0,0,0,0,0,1,1,0
46588,0,0,0,1,0,0,0,0
46589,0,0,1,0,1,0,0,0
46590,0,1,0,0,1,0,0,0
46591,0,0,0,0,1,0,0,1
46593,0,1,0,0,0,0,0,0
46594,0,0,0,0,0,0,1,1
46596,1,1,0,0,0,0,0,0
46601,0,0,0,0,0,1,0,1
46603,0,0,0,1,0,0,0,0
46604,1,1,0,0,1,0,0,1
46606,0,0,0,0,1,0,0,0
46607,0,0,0,0,1,0,0,0
46608,0,0,1,0,0,0,0,0
46609,0,1,0,0,0,1,1,0
46611,0,0,0,0,0,1,0,0
46612,1,0,0,0,0,0,0,1
46613,0,0,0,0,0,1,1,0
46614,0,0,0,0,0,0,0,1
46617,0,0,0,0,0,1,0,0
46618,0,1,0,1,0,0,0,0
46619,0,1,0,0,0,0,0,0
46620,0,1,0,0,0,0,1,1
46621,1,0,0,0,1,1,1,0
46622,0,1,0,0,1,0,0,1
46623,0,0,0,1,1,1,1,0
46625,1,1,0,0,0,1,1,0
46627,0,0,0,0,1,0,0,1
46628,0,0,1,0,1,0,0,0
46629,0,0,1,0,1,0,0,0
46634,0,1,0,1,0,0,0,1
46635,1,1,1,0,1,1,0,0
46637,0,0,0,0,1,0,0,0
46638,0,0,0,1,0,0,0,1
46639,0,0,1,1,1,0,1,1
46640,0,1,0,0,1,0,0,0
46641,1,1,0,0,1,0,0,0
46642,0,0,1,0,1,0,0,0
46643,1,0,0,0,1,1,0,0
46645,0,0,0,0,0,0,0,1
46647,0,1,0,0,0,0,0,1
46649,0,0,0,1,1,0,0,1
46650,0,0,1,0,0,0,0,0
46651,0,1,0,0,1,0,1,1
46652,0,0,0,0,0,1,1,0
46653,0,0,0,1,0,1,0,0
46654,0,0,0,0,0,1,1,0
46655,1,0,0,0,0,0,0,1
46659,1,1,0,0,1,1,0,0
46661,0,0,0,0,1,0,0,0
46662,1,1,1,1,1,1,1,1
46663,0,1,0,0,1,0,0,0
46664,1,1,0,0,0,0,0,1
46665,0,0,0,0,0,1,0,0
46666,0,1,0,0,0,0,0,0
46667,0,0,0,0,0,1,0,0
46671,1,0,0,0,1,0,0,0
46672,0,0,0,1,1,0,0,0
46673,1,0,0,0,1,0,0,0
46674,0,1,0,0,1,0,1,1
46681,1,0,1,0,1,0,0,0
46682,0,1,0,0,1,1,0,0
46683,0,0,0,0,0,1,0,0
46684,0,0,0,1,0,0,0,1
46689,0,0,0,0,1,0,0,0
46690,0,1,0,0,0,0,0,1
46691,1,1,0,0,0,0,1,0
46693,1,0,0,1,1,1,1,1
46694,0,1,0,0,0,0,0,0
46695,0,1,0,0,1,0,0,0
46696,0,0,0,0,0,1,1,0
46698,0,0,0,0,1,0,1,0
46699,0,0,0,1,0,1,0,0
46701,0,1,0,0,0,1,0,0
46702,0,0,0,0,0,1,0,1
46703,1,0,0,0,1,0,1,0
46704,1,0,0,1,0,0,0,0
46705,0,0,1,0,0,0,0,0
46708,1,1,0,0,0,0,0,1
46711,0,0,0,0,1,1,0,1
46712,0,0,0,0,1,0,0,0
46716,0,0,1,0,1,0,0,1
46720,1,1,0,1,0,0,0,1
46721,0,0,1,0,0,1,0,0
46722,1,1,0,0,1,0,0,0
46723,0,1,0,0,0,0,0,1
46724,1,1,0,0,0,0,0,0
46725,1,1,0,0,0,0,0,0
46726,0,0,0,0,0,1,1,0
46730,0,0,0,0,1,0,0,0
46731,0,0,0,1,0,0,0,0
46732,0,0,1,0,0,0,0,0
46734,0,0,0,1,0,0,0,1
46735,0,0,0,0,1,0,0,0
46737,0,0,1,0,1,0,1,0
46738,0,1,0,0,1,0,0,0
46739,1,1,0,0,0,0,0,0
46741,1,0,0,0,1,0,0,0
46742,0,1,0,0,1,0,1,0
46743,1,0,1,0,0,0,0,0
46744,1,1,0,0,0,1,0,1
46747,0,1,0,0,0,0,0,1
46748,0,0,0,0,1,0,1,0
46750,0,1,0,0,0,1,1,0
46751,0,0,0,0,0,0,0,1
46752,1,1,0,0,0,0,0,1
46754,0,1,0,0,0,0,0,0
46757,1,0,0,1,0,1,0,0
46760,0,0,1,0,0,1,1,0
46762,0,1,0,0,1,1,0,0
46763,0,1,0,0,0,0,0,0
46765,0,1,0,0,0,0,0,1
46766,0,1,0,1,0,0,0,0
46767,1,0,0,0,0,1,1,0
46769,0,1,0,0,1,0,1,0
46770,0,0,0,0,0,1,0,0
46775,0,0,0,0,0,1,0,0
46777,1,1,0,0,1,1,1,1
46778,0,1,0,0,0,0,0,0
46779,0,0,0,0,1,1,0,0
46780,1,0,0,0,1,0,1,0
46782,1,0,0,0,0,1,0,0
46783,0,0,1,0,0,0,0,0
46784,0,0,0,0,1,1,1,0
46785,0,0,0,0,1,0,0,0
46787,0,0,0,1,1,0,0,0
46789,1,0,0,0,0,1,0,0
46790,1,1,0,0,1,0,0,0
46791,1,1,0,0,0,0,0,1
46792,0,0,0,0,0,1,1,0
46793,0,1,0,0,0,0,1,0
46794,0,1,0,1,0,0,0,0
46795,1,0,0,1,0,0,0,0
46799,0,0,0,0,1,0,0,0
46800,0,1,1,0,1,0,1,0
46802,0,0,0,0,1,0,0,0
46804,1,1,1,1,1,1,0,0
46805,0,0,0,0,0,1,0,0
46806,0,1,0,0,1,0,0,0
46807,0,1,0,0,0,0,0,0
46808,0,0,0,0,1,0,0,0
46809,0,1,0,0,1,0,1,0
46811,0,0,0,0,1,0,0,0
46813,0,1,0,0,1,0,0,0
46814,0,0,0,0,0,0,1,0
46815,0,0,0,0,0,1,0,0
46816,1,1,1,0,0,0,0,0
46818,0,1,0,0,1,1,0,1
46821,0,0,0,1,0,1,0,1
46824,0,0,0,1,0,0,0,1
46825,0,0,1,0,0,0,0,0
46827,1,0,0,0,1,0,0,1
46828,1,0,0,0,0,1,1,1
46830,1,0,0,0,0,1,0,0
46831,0,0,0,0,1,0,0,0
46835,0,0,0,1,0,0,0,0
46837,0,1,0,0,0,0,0,0
46838,0,0,0,0,1,0,0,0
46840,0,0,0,0,0,0,1,0
46841,0,1,0,0,1,0,0,0
46842,0,1,0,0,0,0,1,0
46843,0,0,0,0,0,0,1,0
46846,0,1,0,0,1,0,0,0
46850,0,1,0,0,1,1,0,0
46854,0,1,0,0,0,0,0,0
46855,0,1,0,0,0,1,1,0
46856,1,0,0,0,0,0,0,0
46858,0,0,0,1,1,0,0,0
46860,0,1,0,0,1,1,0,0
46861,0,0,1,0,1,1,1,0
46862,1,0,0,1,1,0,0,0
46863,1,1,1,0,1,0,1,1
46864,1,1,1,0,0,0,0,0
46865,0,0,0,0,0,0,0,1
46866,0,0,1,1,0,0,0,1
46868,0,0,0,0,0,1,0,0
46871,0,0,0,0,1,0,0,0
46872,0,1,1,1,1,1,1,1
46874,0,0,0,0,0,1,0,0
46876,1,1,0,0,1,0,0,0
46877,0,0,0,0,0,0,1,1
46878,0,1,1,0,0,0,1,0
46879,0,0,0,1,0,0,0,1
46882,0,0,0,0,1,0,0,0
46883,1,0,0,0,0,0,1,0
46884,0,0,0,0,1,0,0,0
46885,0,0,0,0,0,0,0,1
46893,0,1,0,0,0,0,0,0
46896,1,0,1,0,1,0,0,0
46898,0,1,0,0,0,0,0,0
46899,0,0,1,0,1,1,1,0
46900,0,0,0,0,1,0,0,0
46902,0,1,0,0,0,1,0,0
46903,0,0,0,0,0,0,0,1
46904,1,1,0,0,1,0,0,0
46905,0,0,0,0,1,1,0,1
46906,0,0,0,0,1,0,1,1
46908,0,1,0,0,1,0,1,0
46909,0,0,1,1,0,0,1,0
